vpn299555612,638221,4,461999316,JP
vpn683559808,602282,7,288483273,JP
vpn522796349,601469,15,54173784,JP
vpn618426726,596988,6,93539345,JP
vpn136393506,592348,9,44419763,JP
vpn412023883,591733,8,312511072,JP
vpn653690645,588207,9,65334256,JP
vpn412933341,586475,6,230236652,JP
vpn706222569,527903,31,92340347,KR
vpn647133614,526316,30,145294685,KR
vpn388824336,525202,30,92207698,KR
vpn347684949,519331,32,175171022,KR
vpn943628174,519067,32,80061718,KR
vpn122323358,518974,32,35664998,TH
vpn401278225,517566,31,53141427,KR
vpn382475452,517111,32,73717912,KR
vpn791974767,513220,33,177575053,KR
vpn582853974,498906,39,41241779,KR
vpn554664784,497509,37,62864697,KR
vpn141190559,496276,37,57671721,KR
vpn807321584,494363,38,67233926,KR
vpn423781038,494154,38,83264768,KR
vpn459470183,486230,43,91171472,KR
vpn246915003,484779,44,76133192,KR
vpn365436659,476746,46,41016611,KR
vpn599368155,476660,48,71751872,KR
vpn453597216,473925,34,27580425,TW
vpn0806449,471745,93,30085022,TW
vpn100798531,464773,54,48027649,KR
vpn280182268,446818,67,55909562,KR
vpn159845501,444728,35,24845803,KR
vpn160042316,430929,64,28156793,KR
vpn968829407,423339,122,52681379,KR
vpn886205330,416193,32,23612378,JP
vpn644384175,348196,36,16998024,CA
2016-2,290627,19,62903908,HK
vpn346826522,282623,54,14225984,VN
vpn545643660,261356,24,7277973,TH
vpn404301657,259433,52,12785969,VN
vpn468816054,225839,36,8658952,TH
hoangtu-vpn,225301,53,9094566,VN
vpn808562669,202466,116,11288631,KR
lolggwp,166546,19,65959853,TW
nanamoe-2nd,166025,3,270568036,JP
vpn575577651,147899,133,6755146,JP
vpn977948297,133485,57,4524036,RU
vpn371770321,130616,31,34072627,KR
vpn177812941,128390,38,39618462,KR
vpn638662855,127474,40,37801204,KR
vpn729126112,127133,34,27583557,KR
vpn934342436,125917,34,92315808,KR
vpn704977087,124824,34,26436284,JP
vpn307030922,123014,34,0,TH
vpn615819216,120294,9,15114227,FR
vpn925755977,118789,35,27808627,KR
vpn942383950,118488,11,17885645,JP
vpn914446405,117989,50,87432378,KR
vpn797066232,116319,73,71473843,KR
vpn715196327,107787,-,560195342,US
vpn903112529,105646,5,15687968,JP
vpn660428710,104285,13,10155982,FR
vpn445806980,101090,315,25268019,JP
vpn505951257,97996,17,11381962,US
vpn756627748,97343,18,10617689,RU
vpn171988887,88520,77,21240708,KR
vpn466753559,85102,33,14919321,KR
vpn191062352,81334,81,19550489,KR
vpn963743060,80191,3,7257557,JP
vpn848318170,68468,28,5891229,CA
889907025n,66104,26,1044972,IN
vpn550768093,57643,40,9412748,MU
vpn644706320,54978,-,13844840,TH
vpn503485485,54633,56,8570586,PR
vpn875456657,53860,64,6901676,TW
vpn192076257,52092,118,10731936,CN
vpn387538782,51001,69,6949905,JP
vpn580576712,49846,105,695582,IQ
vpn313299507,46441,62,8168052,TH
vpn757082780,45815,-,12152072,CA
vpn970209171,45314,24,283532,CA
vpn474569971,44602,52,5785419,KZ
vpn747319579,43540,-,12471874,US
vpn465206972,42037,57,2853293,KR
vpn947089024,38648,379,1470417,JM
vpn885979621,38020,51,118865,VN
vpn949229468,34292,563,3236311,KR
vpn797544459,28042,44,1347376,DZ
vpn125959704,24019,-,1943485,SA
vpn933671520,22125,80,1424381,DZ
vpn354712963,20472,143,829548,DZ
vpn695474055,16644,-,2195212,UA
vpn374313490,14368,-,0,ES
vpn197851603,12774,-,0,SE
vpn955185144,9585,-,1015399,SN
vpn981524225,7306,-,0,MA
#HostName,Score,Ping,Speed,CountryShort
vpn150500318,605660,3,428977027,JP
vpn980748231,595718,2,97890250,JP
vpn208381937,592405,4,59073328,JP
vpn789110912,590086,15,41474666,JP
vpn292982077,589024,5,96178792,JP
vpn385443899,587025,3,238600581,JP
vpn244260261,554162,22,34387883,CA
vpn866818039,527730,26,40962604,TH
vpn533581580,520099,33,67637465,KR
vpn605788058,505626,36,151167401,KR
vpn141190559,501076,37,57671721,KR
vpn532797362,499570,37,54123068,KR
vpn127033276,497426,32,121926824,KR
vpn985981275,496542,38,64753351,KR
vpn410064745,494989,38,46307264,KR
vpn0806449,472518,93,30085022,TW
vpn296047703,466729,55,65669837,KR
vpn453597216,466545,34,27580425,TW
vpn300240608,451343,67,64508459,RU
vpn462586288,447410,70,51919785,KR
vpn430163236,427698,88,36949102,KR
vpn369247449,416297,149,64693563,KR
vpn160341581,392525,23,15839069,VN
vpn424166822,386528,-,53580454,KR
vpn386070738,368415,117,25055980,RU
vpn958884217,351315,61,20984894,VN
vpn109833471,327793,6,9700560,NL
vpn660199659,321091,32,15129145,TH
vpn196295916,320359,56,18511104,KR
2016-2,291627,19,62903908,HK
vpn559546541,289445,3,6150044,JP
vpn593251136,252941,43,12296657,TH
vpn368338293,243280,54,13922982,RO
vpn825650347,231695,24,2991963,FR
vpn112787383,225399,26,3310198,BG
hoangtu-vpn,219987,53,9094566,VN
lolggwp,164574,19,65959853,TW
nanamoe-2nd,162651,3,270568036,JP
vpn313667823,152662,42,4512356,TH
vpn614702717,151243,10,33643369,JP
vpn495464867,147795,8,41255094,JP
vpn368915302,140070,55,4595915,ES
vpn268393260,128818,15,21548579,JP
vpn212207461,127211,40,33605064,KR
vpn816646748,126246,25,24676007,ID
vpn523822624,124961,36,83995107,KR
vpn603514183,124758,16,20160297,JP
vpn853434851,124409,36,37237492,KR
vpn615819216,123291,9,15114227,FR
vpn775969766,122464,15,22379388,TH
vpn802611030,119453,11,17776720,JP
vpn715196327,112777,-,560195342,US
vpn660428710,107337,13,10155982,FR
vpn445806980,104623,315,25268019,JP
vpn964875951,104096,40,21906496,US
vpn664539713,102056,43,0,VN
vpn839004159,101072,12,11833266,RU
vpn452291892,93448,25,13094627,AU
vpn223984112,91718,23,12501494,JP
vpn328582756,89142,68,19430947,KR
vpn699432025,84476,23,11163323,VN
vpn354905138,83706,25,9098345,RU
vpn824493724,82232,54,16497649,KR
vpn819648138,76508,21,7294556,RU
vpn369568498,75230,21,8482897,TH
vpn939232410,73945,76,15843963,VN
vpn894405449,71801,256,2004232,CA
vpn649055978,70375,18,4403737,RU
vpn844012453,68418,22,6112675,JP
889907025n,62550,26,1044972,IN
vpn569819977,59723,16,0,AU
vpn875456657,58433,64,6901676,TW
vpn307889072,56638,19,0,BE
vpn214063176,54432,31,5352964,TH
vpn375512352,49533,40,7155796,TH
vpn433522792,48293,-,1404893,OM
vpn921657238,46263,32,0,KR
vpn263391474,40851,30,0,MY
vpn328087904,39353,-,2217828,KH
vpn949229468,39257,563,3236311,KR
vpn358833204,36322,405,1588829,AZ
vpn885979621,34690,51,118865,VN
vpn860551237,29842,65,3112583,SA
vpn507998753,28087,56,1035113,VE
vpn227427263,27848,70,2088219,JM
vpn134808555,27604,94,4978316,JP
vpn476431007,26148,46,1031161,ID
vpn617509595,25012,84,2250502,VN
vpn158514136,14600,-,0,HU
vpn904709075,14118,302,421372,IN
vpn738728372,12574,-,0,IN
vpn371812845,11796,-,0,LT
vpn985575416,9014,-,0,CH
vpn116195324,8809,715,38678,VE
#HostName,Score,Ping,Speed,CountryShort
vpn326320448,621737,6,47568801,JP
vpn681872580,600789,18,56545835,JP
vpn118021154,595004,5,91692107,JP
vpn697039047,593901,6,83782458,JP
vpn567144020,593189,6,59492800,JP
vpn356834535,585945,21,180115341,JP
vpn230410552,572528,10,36133848,US
vpn417311504,566860,11,83733060,JP
vpn527520438,533328,32,86771862,KR
vpn723929476,531837,30,91261052,KR
vpn493325660,524216,30,47715790,KR
vpn309049299,523064,32,86667294,KR
vpn240239232,518345,32,74918243,KR
vpn525154265,518059,31,78737661,KR
vpn440613752,510811,34,72441057,KR
vpn590355901,509824,34,46379980,KR
vpn102559767,502730,36,81685153,KR
vpn453087758,498388,38,93512630,KR
vpn713127575,498331,36,98740544,KR
vpn828369123,492474,38,76383448,KR
vpn133070783,479170,44,46340436,KR
vpn0806449,474359,93,30085022,TW
vpn629456426,472969,50,75622308,KR
vpn453597216,466055,34,27580425,TW
vpn756123049,444201,71,59067081,KR
vpn614686534,418126,10,17360552,AT
vpn928445223,360529,11,10421979,NL
vpn846818004,347166,17,9254624,MY
vpn830594659,317487,27,11946598,RU
vpn486222057,304521,61,17360358,VN
2016-2,287244,19,62903908,HK
vpn123968015,284044,106,17671692,KR
vpn353726882,278389,17,5531414,DE
vpn702144141,264371,56,15363273,TH
vpn902886153,262088,74,14562787,ID
vpn888298453,242008,31,8685144,AM
vpn692343339,235175,15,0,US
vpn112787383,228998,26,3310198,BG
hoangtu-vpn,225248,53,9094566,VN
vpn354805718,216045,31,5045313,RU
lolggwp,166552,19,65959853,TW
nanamoe-2nd,166480,3,270568036,JP
vpn629176808,163356,51,4091992,KR
vpn836199818,154396,8,114831609,JP
vpn942238345,152525,19,32007990,JP
vpn629493113,135527,15,25895472,JP
vpn299980977,130555,34,129911596,KR
vpn938364099,128516,49,1197876,KR
vpn334652667,127382,14,23201276,JP
vpn615819216,121622,9,15114227,FR
vpn215754455,114368,121,68607008,RU
vpn894631215,112302,66,4002948,BY
vpn463837070,111527,111,49312492,KR
vpn111071340,109735,7,14982034,JP
vpn912802383,109333,72,4219228,TH
vpn939573864,109075,15,15875366,IT
vpn715196327,107928,-,560195342,US
vpn660428710,104140,13,10155982,FR
vpn445806980,100447,315,25268019,JP
vpn714170847,98815,54,0,KZ
vpn421800947,96700,62,24012250,KR
vpn638904251,85571,35,13679124,KR
vpn819648138,85154,21,7294556,RU
vpn105728632,80926,45,15109740,KR
vpn740941941,78038,54,16568974,TH
vpn789002001,77399,103,926800,ID
vpn620745273,73777,24,7269636,US
vpn617042832,68301,24,4851628,RU
889907025n,66138,26,1044972,IN
vpn352539996,63702,34,8878440,TH
vpn869176087,62989,28,4889355,JP
vpn353572687,58731,27,4075933,TN
vpn536875707,57167,150,13546225,JP
vpn377586883,56075,154,173229,KR
vpn875456657,51652,64,6901676,TW
vpn976704997,48990,49,5721517,RU
vpn661730302,47120,61,4550888,US
vpn184419354,46501,47,4488047,UA
vpn803145478,43451,83,7768747,SA
vpn949229468,43117,563,3236311,KR
vpn299881017,40519,44,3812600,ID
vpn569100337,38007,-,7933793,CA
vpn862653187,37029,88,3653384,VN
vpn885979621,31139,51,118865,VN
vpn607341315,29149,184,3622192,RO
vpn161952515,26997,-,4832160,AU
vpn621842227,26359,82,1897333,ID
vpn827909717,25503,-,0,UA
vpn914267702,25366,49,1376370,ID
vpn643566887,15917,71,115725,TH
vpn690289014,14794,-,0,FR
vpn374313490,13907,-,0,ES
vpn186612437,10774,670,0,TH
vpn449425528,9707,-,0,OM
vpn462502964,5720,-,0,RU
#HostName,Score,Ping,Speed,CountryShort
vpn164416072,611291,15,45163463,JP
vpn704624511,595719,5,145026865,JP
vpn300172145,585791,2,401165076,JP
vpn182295955,580568,19,87497287,HK
vpn976564093,541229,30,62560921,KR
vpn876695063,530636,29,141895185,JP
vpn750168004,530548,37,74494681,KR
vpn217445286,515453,32,77175651,KR
vpn291923826,515340,33,68319456,KR
vpn724131226,514050,14,23656788,JP
vpn197525784,504849,37,171201148,KR
vpn550661982,504299,37,92773513,KR
vpn411287870,497701,37,132953181,KR
vpn939099488,490964,38,76727768,KR
vpn0806449,480024,93,30085022,TW
vpn690866226,474106,48,56329347,KR
vpn407595669,470736,39,61379867,RU
vpn453597216,465879,34,27580425,TW
vpn812934270,462374,58,70781459,KR
vpn392266440,457144,61,45652252,KR
vpn650923204,450672,63,33950918,KR
vpn989886793,441076,75,85530317,KR
vpn216774239,411936,169,33044205,KR
vpn394849121,385323,27,19161591,TH
vpn606415596,350848,18,9728514,JP
vpn517753490,337393,7,8882552,JP
2016-2,285202,19,62903908,HK
vpn342439324,283753,54,14539684,KR
vpn346826522,279858,54,14225984,VN
vpn565232088,279678,1,4339772,RU
vpn692454093,273680,56,16198329,RU
vpn990409051,237482,18,606118,JP
vpn863692155,230180,57,10827564,KR
hoangtu-vpn,226100,53,9094566,VN
vpn528782986,209665,22,0,VN
vpn296450744,209392,38,7868141,DE
vpn682191356,209150,35,5840090,RU
vpn979727150,184826,65,9117161,VE
vpn182185011,178955,29,2545419,ID
vpn314011862,171427,39,4281046,VN
lolggwp,164426,19,65959853,TW
nanamoe-2nd,161140,3,270568036,JP
vpn298134084,155333,19,51402809,JP
vpn894101146,153598,4,34691980,JP
vpn622279749,150338,8,28681446,JP
vpn956427379,149476,9,49884159,JP
vpn365035488,148869,22,69069469,JP
vpn492347102,134100,32,69438182,KR
vpn637098679,132057,1,22938505,RU
vpn586456425,129496,64,3178587,KR
vpn896163446,128772,49,1328339,VN
vpn270945458,128407,203,7925512,TH
vpn733107458,127601,33,50958355,KR
vpn315170809,123428,46,719655,JP
vpn816646748,122638,25,24676007,ID
vpn149123477,121412,44,0,KR
vpn615819216,121230,9,15114227,FR
vpn355700676,120023,71,36432273,KR
vpn843897043,118872,54,2985651,TH
vpn576643913,117665,11,18224649,JP
vpn715196327,114854,-,560195342,US
vpn636395580,114763,64,28105566,KR
vpn660428710,104943,13,10155982,FR
vpn331836247,104551,47,23375950,KR
vpn553388431,104232,61,933578,BR
vpn445806980,101458,315,25268019,JP
vpn988648450,91768,141,25453485,RU
vpn371580353,89779,5,11940776,JP
vpn628782353,88084,-,4559695,RO
vpn588838668,72571,44,15910170,TH
vpn284704928,71646,243,2284946,RE
vpn832319025,62689,24,2109229,VN
889907025n,61349,26,1044972,IN
vpn499932928,61254,238,15814381,KR
vpn757602841,57996,41,9437485,KR
vpn612656271,51945,103,11136030,VN
vpn875456657,51236,64,6901676,TW
vpn394863645,47735,33,2680956,ID
vpn545106645,39485,47,2732792,BY
vpn885979621,37101,51,118865,VN
vpn949229468,35997,563,3236311,KR
vpn817934889,35650,74,6153670,GE
vpn240620477,27689,57,0,US
vpn750021935,21386,-,4717062,RU
vpn364466388,21296,64,0,ID
vpn473228295,19110,75,1195989,ID
vpn911756351,17941,195,895096,BD
vpn881333077,16983,-,2260952,FR
vpn462502964,10834,-,0,RU
vpn797708116,10126,316,1164617,GH
vpn661773283,8992,-,0,US
vpn634119795,6963,-,0,FI
vpn568276326,6534,-,0,RU
#HostName,Score,Ping,Speed,CountryShort
vpn683559808,600457,7,288483273,JP
vpn632437339,595651,7,121021237,JP
vpn980748231,595233,2,97890250,JP
vpn697039047,591981,6,83782458,JP
vpn653512476,574660,22,41578676,JP
vpn519537103,541922,23,145545221,JP
vpn647133614,526461,30,145294685,KR
vpn861182371,525319,31,45123341,JP
vpn754196769,513207,34,93741465,KR
vpn680544920,503303,36,122624897,KR
vpn453087758,497483,38,93512630,KR
vpn406598105,494744,37,145319713,KR
vpn367495263,490104,40,50031174,KR
vpn627321293,478551,44,47726184,KR
vpn0806449,474534,93,30085022,TW
vpn453597216,471322,34,27580425,TW
vpn522218282,461341,57,76274284,KR
vpn353528396,456222,57,70687787,KR
vpn346701198,451302,33,21951211,KR
vpn105331577,442206,49,27508629,US
vpn774083918,430853,59,27264308,KR
vpn638582690,429616,41,23888257,US
vpn645287283,390198,-,59689316,KR
vpn574012351,375598,21,12830808,CL
vpn345030961,331781,32,16677724,TH
2016-2,282927,19,62903908,HK
vpn799950458,259508,48,13838936,UA
vpn282380858,240320,53,10970310,KR
hoangtu-vpn,228037,53,9094566,VN
vpn112787383,224612,26,3310198,BG
nanamoe-2nd,170782,3,270568036,JP
lolggwp,169878,19,65959853,TW
vpn579533767,157567,3,526298463,JP
vpn629176808,156348,51,4091992,KR
vpn377191347,155601,14,45358864,JP
vpn720886368,153379,16,235684996,JP
vpn421298526,151313,6,64642788,JP
vpn822267659,150264,2,200431436,JP
vpn937312104,146133,33,0,UA
vpn546598012,130186,37,34096982,KR
vpn186416566,129335,36,40220925,KR
vpn181507694,129250,46,1000918,ID
vpn873749766,127054,39,146325232,KR
vpn993827397,126310,42,36582257,KR
vpn177812941,125525,38,39618462,KR
vpn608526263,123756,41,37337192,KR
vpn615819216,123272,9,15114227,FR
vpn839143616,109906,89,42698876,KR
vpn715196327,107350,-,560195342,US
vpn714170847,106585,54,0,KZ
vpn421800947,103957,62,24012250,KR
vpn445806980,102551,315,25268019,JP
vpn660428710,98924,13,10155982,FR
vpn900642240,96048,-,42609981,JP
vpn941016895,94510,88,1132067,VE
vpn761112690,94209,-,41595606,KR
vpn858445494,92813,21,12310619,JP
vpn328582756,88481,68,19430947,KR
vpn860172468,86387,23,10896917,DE
vpn819648138,85261,21,7294556,RU
vpn533715611,82262,13,8206325,RU
vpn810766101,78001,24,9649640,ID
vpn411528980,75657,269,4224522,DE
vpn352797294,74431,77,0,BR
vpn281217585,70437,49,12247944,UA
vpn884705992,66972,10,638952,JP
889907025n,64302,26,1044972,IN
vpn860210319,64152,29,9137956,US
vpn875456657,59699,64,6901676,TW
vpn250561285,57395,60,9170163,VN
vpn923855082,57113,37,5920315,TH
vpn113766069,55220,43,7475471,ID
vpn710830899,53961,85,12839833,JP
vpn214063176,53132,31,5352964,TH
vpn621028406,50302,112,9166122,KR
vpn917225060,48955,47,6196922,UA
vpn339117403,47228,34,1680243,MY
vpn868170020,46348,165,12222332,TH
vpn685919130,43560,37,2282351,ID
vpn949229468,41381,563,3236311,KR
vpn885979621,40259,51,118865,VN
vpn665607297,40031,46,1368733,ID
vpn404176266,39505,52,4418205,TH
vpn465206972,39132,57,2853293,KR
vpn232293531,37709,41,829240,ID
vpn264791247,31046,80,5617543,US
vpn607341315,28212,184,3622192,RO
vpn267866731,20234,92,1419569,RU
vpn271433959,19486,-,4599705,TH
vpn572325431,18508,90,99500,TM
vpn130367691,17395,-,3236816,FR
vpn224219764,15831,215,1823835,US
vpn462502964,13480,-,0,RU
vpn371812845,9155,-,0,LT
vpn981524225,6142,-,0,MA
vpn369875104,6026,-,0,TH
#HostName,Score,Ping,Speed,CountryShort
vpn362143320,601791,13,33157478,US
vpn690478895,599350,2,523145228,JP
vpn391998545,598252,6,72041360,JP
vpn869943217,590723,5,250374316,JP
vpn591216839,588345,19,180279948,JP
vpn222693426,586004,13,70039923,JP
vpn811914540,574031,19,27968147,JP
vpn973931261,528691,26,42160303,TH
vpn933475801,521191,31,165674343,KR
vpn555052487,517000,31,86448704,KR
vpn349582420,515891,32,85524301,KR
vpn187983162,514633,33,156047904,KR
vpn251737894,514322,33,80126641,KR
vpn152557828,511341,33,53389396,KR
vpn803702342,505115,36,126089308,KR
vpn815974098,503395,36,38995979,KR
vpn768118737,499872,37,92267360,KR
vpn617658735,498522,36,47050771,KR
vpn529793828,494458,39,42411287,KR
vpn349935718,490307,39,136977910,KR
vpn656335584,475102,50,86912803,KR
vpn0806449,474772,93,30085022,TW
vpn453597216,470930,34,27580425,TW
vpn260073154,467776,53,123586437,KR
vpn910909887,454764,62,81054049,KR
vpn402860087,452785,70,40963947,KR
vpn505245056,451675,66,75252896,KR
vpn669523362,450248,67,68351363,KR
vpn457935066,446769,66,29758050,KR
vpn376765064,435179,40,25002210,VN
vpn638778237,430070,115,37345093,KR
vpn369247449,414164,149,64693563,KR
vpn241244051,404111,277,61841188,KR
vpn227760626,388171,51,22591664,KR
vpn982319104,387084,10,13166246,GB
vpn574012351,376168,21,12830808,CL
vpn749856653,372141,20,12217878,TH
2016-2,287745,19,62903908,HK
hoangtu-vpn,220545,53,9094566,VN
lolggwp,167222,19,65959853,TW
nanamoe-2nd,166208,3,270568036,JP
vpn171125563,160378,52,5181356,LT
vpn421298526,152539,6,64642788,JP
vpn216522495,131748,39,0,LV
vpn935588000,131736,57,2580261,TH
vpn514747678,131049,33,31084590,KR
vpn951964237,129025,36,58829918,KR
vpn938136823,128330,33,47753172,KR
vpn314304038,127675,33,60384862,KR
vpn849899161,125009,54,3103660,DE
vpn500429510,123946,36,31600705,KR
vpn728163125,122778,41,33872539,KR
vpn615819216,119460,9,15114227,FR
vpn666084129,119000,20,18821007,JP
vpn715196327,113042,-,560195342,US
vpn582929031,111758,52,2461077,DZ
vpn198746110,106693,-,42414145,KR
vpn445806980,105737,315,25268019,JP
vpn660428710,100024,13,10155982,FR
vpn456223730,99759,56,0,CL
vpn902135623,92139,49,0,TH
vpn533715611,86422,13,8206325,RU
vpn893796365,79895,5,7607172,US
vpn289963452,75034,68,17446766,KR
vpn798334201,74811,32,11992425,JP
889907025n,67877,26,1044972,IN
vpn632128514,67286,38,8712681,RO
vpn188441681,67247,20,3215121,GB
vpn675433280,60273,18,2030154,CA
vpn970589271,54401,40,7198436,KR
vpn684286112,53188,-,13829640,RU
vpn875456657,52427,64,6901676,TW
vpn868170020,45970,165,12222332,TH
vpn732898684,45330,-,1396518,RU
vpn499815161,44767,-,13791331,US
vpn404176266,43427,52,4418205,TH
vpn319680339,43282,71,5546882,RU
vpn949229468,39734,563,3236311,KR
vpn269193516,37587,36,1221375,ID
vpn817934889,37274,74,6153670,GE
vpn643889741,34348,48,2000360,IN
vpn908756796,33495,53,1350509,ID
vpn885979621,33319,51,118865,VN
vpn258047914,32069,224,4545244,JP
vpn203867006,26512,68,2697131,VN
vpn169618230,24791,57,1900247,BD
vpn487227175,20997,-,2172003,RU
vpn722914307,19815,72,1292698,ID
vpn772860973,16723,487,0,KM
vpn256731001,14850,-,228486,CI
vpn890893285,12715,-,0,RU
vpn660159591,8679,-,0,TM
vpn778125556,8625,-,0,US
vpn758642776,5839,-,0,CA
vpn975713539,5148,-,0,RU
#HostName,Score,Ping,Speed,CountryShort
vpn341890199,632928,9,137792748,JP
vpn885338432,606822,14,58703625,JP
vpn592006072,604419,4,79687515,JP
vpn702220258,602184,2,229383528,JP
vpn865618594,600310,11,49596846,JP
vpn967601503,599154,5,73407248,JP
vpn588852946,596111,5,57899951,JP
vpn532643424,592923,7,35774670,JP
vpn668988576,524509,30,38979588,KR
vpn864543582,524503,31,65184214,KR
vpn995603295,523767,31,62860518,KR
vpn983456644,519815,36,66846512,KR
vpn652178335,518655,32,162093145,KR
vpn245556444,518263,33,87403388,KR
vpn464203084,508688,33,72871987,KR
vpn890486845,508071,33,130059376,KR
vpn182709273,508018,37,84434472,KR
vpn772328878,506469,36,40174470,ID
vpn977114446,494906,37,52507845,KR
vpn0806449,476546,93,30085022,TW
vpn453597216,474070,34,27580425,TW
vpn902369125,470301,53,89957568,KR
vpn812934270,457690,58,70781459,KR
vpn266592722,457087,61,58474626,KR
vpn774083918,427166,59,27264308,KR
vpn961893908,374786,60,23150515,KR
vpn612171382,368330,14,13837688,DE
2016-2,288197,19,62903908,HK
vpn477230939,268258,31,10803542,CA
vpn749445113,253814,41,11956528,TH
vpn751185436,242692,30,6886670,TH
hoangtu-vpn,219631,53,9094566,VN
vpn951931794,194597,41,7272500,TH
nanamoe-2nd,168319,3,270568036,JP
lolggwp,164903,19,65959853,TW
vpn271643571,156662,71,5731031,KR
vpn412375575,156168,46,3767376,TH
vpn654824795,154766,11,31826484,JP
vpn585375637,149655,10,30186372,JP
vpn362731909,146174,33,1889450,ID
vpn217464331,142455,5,25961994,JP
vpn162700343,128861,43,48693950,KR
vpn637944896,119599,13,19553038,JP
vpn615819216,116619,9,15114227,FR
vpn560166114,114832,47,0,UA
vpn715196327,111989,-,560195342,US
vpn660428710,108191,13,10155982,FR
vpn795060221,106188,5,14498066,RU
vpn445806980,104654,315,25268019,JP
vpn805410686,99254,15,12331321,JP
vpn734247065,94866,-,5796886,AT
vpn196708499,93507,139,25453684,KR
vpn423670925,92884,43,18102145,US
vpn104735284,89867,23,12647526,JP
vpn973740719,87808,179,3004216,KR
vpn294188960,87250,80,764881,VE
vpn803997864,84822,33,14513577,LT
vpn449812236,82474,64,1296488,VE
vpn591921818,76725,12,6207734,RU
vpn284704928,73363,243,2284946,RE
vpn972426940,72705,96,2229473,SY
vpn624305386,71457,19,6422411,ID
889907025n,68479,26,1044972,IN
vpn658117969,67013,229,15704626,JP
vpn848318170,61076,28,5891229,CA
vpn204117328,60922,26,6762459,DE
vpn875456657,60706,64,6901676,TW
vpn907501230,59110,27,4940474,US
vpn218535320,56443,6,0,AE
vpn603910162,52438,31,5442708,DE
vpn743561682,51183,55,8135521,KR
vpn752148760,49974,34,2876407,JP
vpn161582725,45376,-,12305158,FR
vpn340858394,44673,58,6446153,TH
vpn433522792,44049,-,1404893,OM
